cohort,age_band,bin,combination,drug_names,interaction_size,mean_combined_importance,sum_combined_importance,best_rank,worst_rank,patient_rule_profile_support,strict_rule_support,evidence_type,interpretation_limit
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN,ALPRAZOLAM + AMOXICILLIN,2,0.0029530363845934,0.0059060727691868,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_LISINOPRIL|item_drug_PREDNISONE,CLONAZEPAM + LISINOPRIL + PREDNISONE,3,0.012904645641248068,0.038713936923744204,2,14,704,703,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_LISINOPRIL|item_drug_SIMVASTATIN,CLONAZEPAM + LISINOPRIL + SIMVASTATIN,3,0.0121839105984665,0.0365517317953995,2,18,833,833,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_METRONIDAZOLE|item_drug_MUPIROCIN,CLONAZEPAM + METRONIDAZOLE + MUPIROCIN,3,0.007357571608236067,0.0220727148247082,9,19,417,417,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,CLONAZEPAM + METRONIDAZOLE + OMEPRAZOLE,3,0.010434438036390067,0.0313033141091702,7,10,833,833,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,CLONAZEPAM + METRONIDAZOLE + PREDNISONE,3,0.008216382331634768,0.0246491469949043,9,14,704,703,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_METRONIDAZOLE|item_drug_SIMVASTATIN,CLONAZEPAM + METRONIDAZOLE + SIMVASTATIN,3,0.0074956472888532,0.0224869418665596,9,18,833,833,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_MUPIROCIN|item_drug_OMEPRAZOLE,CLONAZEPAM + MUPIROCIN + OMEPRAZOLE,3,0.0080831047138186,0.0242493141414558,7,19,417,417,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_MUPIROCIN|item_drug_PREDNISONE,CLONAZEPAM + MUPIROCIN + PREDNISONE,3,0.0058650490090633,0.0175951470271899,10,19,292,291,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_MUPIROCIN|item_drug_SIMVASTATIN,CLONAZEPAM + MUPIROCIN + SIMVASTATIN,3,0.005144313966281734,0.0154329418988452,10,19,417,417,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,CLONAZEPAM + OMEPRAZOLE + PREDNISONE,3,0.0089419154372173,0.0268257463116519,7,14,704,703,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,CLONAZEPAM + OMEPRAZOLE + SIMVASTATIN,3,0.008221180394435734,0.0246635411833072,7,18,833,833,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_CLONAZEPAM|item_drug_PREDNISONE|item_drug_SIMVASTATIN,CLONAZEPAM + PREDNISONE + SIMVASTATIN,3,0.006003124689680434,0.018009374069041302,10,18,704,703,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN,DIAZEPAM + ERYTHROMYCIN + GABAPENTIN,3,0.0084312999517618,0.0252938998552854,8,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE,DIAZEPAM + ERYTHROMYCIN + HYDROCHLOROTHIAZIDE,3,0.006054083945793567,0.0181622518373807,12,17,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN|item_drug_IBUPROFEN,DIAZEPAM + ERYTHROMYCIN + IBUPROFEN,3,0.011344037381821534,0.0340321121454646,5,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN|item_drug_KETOCONAZOLE,DIAZEPAM + ERYTHROMYCIN + KETOCONAZOLE,3,0.007529776468924901,0.022589329406774702,11,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN|item_drug_LISINOPRIL,DIAZEPAM + ERYTHROMYCIN + LISINOPRIL,3,0.0127449594791446,0.0382348784374338,2,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN|item_drug_METRONIDAZOLE,DIAZEPAM + ERYTHROMYCIN + METRONIDAZOLE,3,0.0080566961695313,0.024170088508593902,9,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN|item_drug_MUPIROCIN,DIAZEPAM + ERYTHROMYCIN + MUPIROCIN,3,0.005705362846959833,0.0171160885408795,12,19,437,437,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN|item_drug_OMEPRAZOLE,DIAZEPAM + ERYTHROMYCIN + OMEPRAZOLE,3,0.008782229275113834,0.0263466878253415,7,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN|item_drug_PREDNISONE,DIAZEPAM + ERYTHROMYCIN + PREDNISONE,3,0.006564173570358533,0.0196925207110756,12,14,712,710,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN|item_drug_SIMVASTATIN,DIAZEPAM + ERYTHROMYCIN + SIMVASTATIN,3,0.005843438527576967,0.0175303155827309,12,18,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_HYDROCHLOROTHIAZIDE,DIAZEPAM + GABAPENTIN + HYDROCHLOROTHIAZIDE,3,0.007101226522152867,0.0213036795664586,8,17,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_IBUPROFEN,DIAZEPAM + GABAPENTIN + IBUPROFEN,3,0.012391179958180834,0.0371735398745425,5,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_KETOCONAZOLE,DIAZEPAM + GABAPENTIN + KETOCONAZOLE,3,0.0085769190452842,0.0257307571358526,8,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_LISINOPRIL,DIAZEPAM + GABAPENTIN + LISINOPRIL,3,0.0137921020555039,0.0413763061665117,2,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_METRONIDAZOLE,DIAZEPAM + GABAPENTIN + METRONIDAZOLE,3,0.0091038387458906,0.0273115162376718,8,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_MUPIROCIN,DIAZEPAM + GABAPENTIN + MUPIROCIN,3,0.006752505423319133,0.0202575162699574,8,19,437,437,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,DIAZEPAM + GABAPENTIN + OMEPRAZOLE,3,0.009829371851473133,0.0294881155544194,7,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_PREDNISONE,DIAZEPAM + GABAPENTIN + PREDNISONE,3,0.007611316146717833,0.0228339484401535,8,14,712,710,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_SIMVASTATIN,DIAZEPAM + GABAPENTIN + SIMVASTATIN,3,0.0068905811039362665,0.0206717433118088,8,18,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN,DIAZEPAM + HYDROCHLOROTHIAZIDE + IBUPROFEN,3,0.010013963952212601,0.030041891856637803,5,17,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_HYDROCHLOROTHIAZIDE|item_drug_KETOCONAZOLE,DIAZEPAM + HYDROCHLOROTHIAZIDE + KETOCONAZOLE,3,0.006199703039315967,0.0185991091179479,11,17,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL,DIAZEPAM + HYDROCHLOROTHIAZIDE + LISINOPRIL,3,0.011414886049535666,0.034244658148607,2,17,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_HYDROCHLOROTHIAZIDE|item_drug_METRONIDAZOLE,DIAZEPAM + HYDROCHLOROTHIAZIDE + METRONIDAZOLE,3,0.006726622739922367,0.0201798682197671,9,17,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN,DIAZEPAM + HYDROCHLOROTHIAZIDE + MUPIROCIN,3,0.0043752894173509005,0.0131258682520527,13,19,437,437,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE,DIAZEPAM + HYDROCHLOROTHIAZIDE + OMEPRAZOLE,3,0.0074521558455049,0.0223564675365147,7,17,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE,DIAZEPAM + HYDROCHLOROTHIAZIDE + PREDNISONE,3,0.0052341001407496006,0.0157023004222488,13,17,712,710,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_HYDROCHLOROTHIAZIDE|item_drug_SIMVASTATIN,DIAZEPAM + HYDROCHLOROTHIAZIDE + SIMVASTATIN,3,0.004513365097968034,0.013540095293904101,13,18,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_IBUPROFEN|item_drug_KETOCONAZOLE,DIAZEPAM + IBUPROFEN + KETOCONAZOLE,3,0.011489656475343933,0.0344689694260318,5,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_IBUPROFEN|item_drug_LISINOPRIL,DIAZEPAM + IBUPROFEN + LISINOPRIL,3,0.016704839485563634,0.050114518456690904,2,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_IBUPROFEN|item_drug_METRONIDAZOLE,DIAZEPAM + IBUPROFEN + METRONIDAZOLE,3,0.012016576175950333,0.036049728527851,5,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_IBUPROFEN|item_drug_MUPIROCIN,DIAZEPAM + IBUPROFEN + MUPIROCIN,3,0.009665242853378867,0.028995728560136602,5,19,437,437,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,DIAZEPAM + IBUPROFEN + OMEPRAZOLE,3,0.012742109281532868,0.038226327844598604,5,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_IBUPROFEN|item_drug_PREDNISONE,DIAZEPAM + IBUPROFEN + PREDNISONE,3,0.010524053576777567,0.0315721607303327,5,14,712,710,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_IBUPROFEN|item_drug_SIMVASTATIN,DIAZEPAM + IBUPROFEN + SIMVASTATIN,3,0.009803318533996,0.029409955601988003,5,18,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_KETOCONAZOLE|item_drug_LISINOPRIL,DIAZEPAM + KETOCONAZOLE + LISINOPRIL,3,0.012890578572667002,0.038671735718001005,2,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_KETOCONAZOLE|item_drug_METRONIDAZOLE,DIAZEPAM + KETOCONAZOLE + METRONIDAZOLE,3,0.0082023152630537,0.024606945789161103,9,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_KETOCONAZOLE|item_drug_MUPIROCIN,DIAZEPAM + KETOCONAZOLE + MUPIROCIN,3,0.005850981940482233,0.0175529458214467,11,19,437,437,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,DIAZEPAM + KETOCONAZOLE + OMEPRAZOLE,3,0.008927848368636233,0.0267835451059087,7,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_KETOCONAZOLE|item_drug_PREDNISONE,DIAZEPAM + KETOCONAZOLE + PREDNISONE,3,0.006709792663880933,0.0201293779916428,11,14,712,710,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_KETOCONAZOLE|item_drug_SIMVASTATIN,DIAZEPAM + KETOCONAZOLE + SIMVASTATIN,3,0.005989057621099366,0.0179671728632981,11,18,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_LISINOPRIL|item_drug_METRONIDAZOLE,DIAZEPAM + LISINOPRIL + METRONIDAZOLE,3,0.013417498273273399,0.0402524948198202,2,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_LISINOPRIL|item_drug_MUPIROCIN,DIAZEPAM + LISINOPRIL + MUPIROCIN,3,0.011066164950701932,0.0331984948521058,2,19,437,437,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,DIAZEPAM + LISINOPRIL + OMEPRAZOLE,3,0.014143031378855933,0.0424290941365678,2,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_LISINOPRIL|item_drug_PREDNISONE,DIAZEPAM + LISINOPRIL + PREDNISONE,3,0.011924975674100634,0.0357749270223019,2,14,712,710,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_LISINOPRIL|item_drug_SIMVASTATIN,DIAZEPAM + LISINOPRIL + SIMVASTATIN,3,0.011204240631319065,0.0336127218939572,2,18,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_METRONIDAZOLE|item_drug_MUPIROCIN,DIAZEPAM + METRONIDAZOLE + MUPIROCIN,3,0.006377901641088633,0.0191337049232659,9,19,437,437,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,DIAZEPAM + METRONIDAZOLE + OMEPRAZOLE,3,0.009454768069242633,0.0283643042077279,7,13,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,DIAZEPAM + METRONIDAZOLE + PREDNISONE,3,0.007236712364487333,0.021710137093462,9,14,712,710,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_METRONIDAZOLE|item_drug_SIMVASTATIN,DIAZEPAM + METRONIDAZOLE + SIMVASTATIN,3,0.006515977321705766,0.0195479319651173,9,18,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_MUPIROCIN|item_drug_OMEPRAZOLE,DIAZEPAM + MUPIROCIN + OMEPRAZOLE,3,0.007103434746671167,0.0213103042400135,7,19,437,437,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_MUPIROCIN|item_drug_PREDNISONE,DIAZEPAM + MUPIROCIN + PREDNISONE,3,0.004885379041915866,0.0146561371257476,13,19,305,303,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_MUPIROCIN|item_drug_SIMVASTATIN,DIAZEPAM + MUPIROCIN + SIMVASTATIN,3,0.0041646439991343,0.0124939319974029,13,19,437,437,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,DIAZEPAM + OMEPRAZOLE + PREDNISONE,3,0.007962245470069866,0.0238867364102096,7,14,712,710,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,DIAZEPAM + OMEPRAZOLE + SIMVASTATIN,3,0.007241510427288301,0.0217245312818649,7,18,848,848,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_DIAZEPAM|item_drug_PREDNISONE|item_drug_SIMVASTATIN,DIAZEPAM + PREDNISONE + SIMVASTATIN,3,0.005023454722533,0.015070364167599,13,18,712,710,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN|item_drug_HYDROCHLOROTHIAZIDE,ERYTHROMYCIN + GABAPENTIN + HYDROCHLOROTHIAZIDE,3,0.007851294968319865,0.023553884904959597,8,17,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN|item_drug_IBUPROFEN,ERYTHROMYCIN + GABAPENTIN + IBUPROFEN,3,0.013141248404347834,0.0394237452130435,5,12,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN|item_drug_KETOCONAZOLE,ERYTHROMYCIN + GABAPENTIN + KETOCONAZOLE,3,0.0093269874914512,0.0279809624743536,8,12,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN|item_drug_LISINOPRIL,ERYTHROMYCIN + GABAPENTIN + LISINOPRIL,3,0.0145421705016709,0.0436265115050127,2,12,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN|item_drug_METRONIDAZOLE,ERYTHROMYCIN + GABAPENTIN + METRONIDAZOLE,3,0.0098539071920576,0.0295617215761728,8,12,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN|item_drug_MUPIROCIN,ERYTHROMYCIN + GABAPENTIN + MUPIROCIN,3,0.0075025738694861335,0.0225077216084584,8,19,446,446,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,ERYTHROMYCIN + GABAPENTIN + OMEPRAZOLE,3,0.010579440297640132,0.0317383208929204,7,12,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN|item_drug_PREDNISONE,ERYTHROMYCIN + GABAPENTIN + PREDNISONE,3,0.008361384592884833,0.0250841537786545,8,14,726,724,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN|item_drug_SIMVASTATIN,ERYTHROMYCIN + GABAPENTIN + SIMVASTATIN,3,0.007640649550103267,0.0229219486503098,8,18,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN,ERYTHROMYCIN + HYDROCHLOROTHIAZIDE + IBUPROFEN,3,0.0107640323983796,0.0322920971951388,5,17,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_KETOCONAZOLE,ERYTHROMYCIN + HYDROCHLOROTHIAZIDE + KETOCONAZOLE,3,0.006949771485482967,0.0208493144564489,11,17,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL,ERYTHROMYCIN + HYDROCHLOROTHIAZIDE + LISINOPRIL,3,0.012164954495702667,0.036494863487108,2,17,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_METRONIDAZOLE,ERYTHROMYCIN + HYDROCHLOROTHIAZIDE + METRONIDAZOLE,3,0.007476691186089367,0.0224300735582681,9,17,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN,ERYTHROMYCIN + HYDROCHLOROTHIAZIDE + MUPIROCIN,3,0.0051253578635179,0.0153760735905537,12,19,446,446,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE,ERYTHROMYCIN + HYDROCHLOROTHIAZIDE + OMEPRAZOLE,3,0.008202224291671901,0.024606672875015702,7,17,862,862,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,extreme,item_drug_ERYTHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE,ERYTHROMYCIN + HYDROCHLOROTHIAZIDE + PREDNISONE,3,0.0059841685869166,0.0179525057607498,12,17,726,724,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
